,A4:BD:C4:2E:D7:70 (Dignajas Rozes),A4:BD:C4:2E:D7:74 (Dignajas Rozes 5G),6A:51:48:7C:54:95 (RosaMaria \xF0\x9F\x92\x95),9A:62:AB:67:28:4B (PhPhPhone),4C:75:25:CD:DD:E9 (M5Stick),94:B9:7E:A9:10:15 (M5Atom),room_index,measurement_index,batch_index,x,y,18:4A:6F:54:B2:82 (ALHN-8A10),84:3E:92:6E:08:58 (OPTIC0852),90:16:BA:F8:CA:B4 (OPTICCAAC),90:16:BA:F8:CA:B8 (OPTICCAAC-5G),90:16:BA:F8:C7:DC (TheForceStrong),84:3E:92:6E:08:5C (OPTIC0852-5G),06:D6:AA:E7:35:25 (AndroidAP3525),B4:E8:42:9A:0E:5A (LEDnet00339A0E5A),F0:68:65:36:11:F9 (ALHN-442D),DC:2C:6E:F6:6F:A2 (LMT-2GHz-6F9D),90:16:BA:F8:C7:D8 (TheForceWeak),84:3E:92:6E:29:5C (Apollo Creed),10:27:F5:3F:31:2B (Ziepis),54:37:BB:B1:71:59 (Diagon Alleys),84:3E:92:6E:29:60 (OPTIC2953-5G),5C:1A:6F:EC:B0:21 (ALHN-A333),1C:43:63:6A:56:F4 (OPTIC56EC),A2:B3:8D:32:AC:0D (HUAWEI_B535_AC32),A2:B3:8D:32:AC:11 (HUAWEI_B535_AC32_5G),8C:DE:F9:0B:E5:89 (Dignajas 12),A2:B3:8D:32:AC:09 (HUAWEI_B535_AC32),F8:0C:58:10:DC:39 (ALHN-C1EF),F0:2F:74:B7:02:00 (Swamp),D4:1A:D1:3E:C6:71 (Baltcom_C671),B4:26:5D:A5:20:A9 (ALHN-76BA),94:00:B0:1D:01:80 (EDGE-h5fG),FA:0C:58:40:DC:3D (),F0:2F:74:B7:02:04 (Swamp),08:55:31:A1:C2:10 (LMT-C20B),28:68:D2:80:AB:C4 (EDGE-q8Ef),5C:1A:6F:EC:B9:8D (ALHN-A45E),5C:1A:6F:EC:C3:7D (ALHN-A532),E4:C3:2A:90:85:DB (House of Cats 2.4 GHz),6C:16:32:B4:45:48 (OPTIC4542),EA:C3:2A:86:C7:D1 (),14:CB:19:E5:58:9C (DIRECT-9B-HP DeskJet 2700 series),E4:C3:2A:86:C7:D1 (TP-Link_C7D1),D4:62:EA:C8:19:BE (RUTTE),10:27:F5:3F:31:2A (Ziepis5G),D4:62:EA:C8:19:C2 (),A4:BD:C4:2F:06:44 (OPTIC063B),88:40:33:7E:27:6C (OPTICCAAC),5C:1A:6F:46:CA:67 (ALHN-D988),68:3A:48:34:82:10 (MTK_SOFT_AP),A8:AD:3D:D3:80:20 (ALHN-8616),68:3A:48:34:82:10 ([washer] Samsung),C4:44:7D:70:58:04 (OPTIC57FE),E2:36:B3:04:C2:89 (smartDongle-F9F8),FA:0C:58:40:DC:39 (),1A:30:14:7A:2C:08 (RosaMaria \xF0\x9F\x92\x95),64:D1:54:87:3F:E6 (MikroTik-873FE6),D4:1A:D1:3E:C6:72 (Baltcom_C671),5C:64:7A:47:46:58 (ALHN-BBED),1C:43:63:6A:56:F8 (OPTIC56EC-5G),FA:0D:AC:EC:1E:E0 (DIRECT-E0-HP Laser 137fnw),88:40:33:7E:27:70 (OPTICCAAC-5G),00:5F:67:46:A6:24 (Dignajas 3B-15),04:D3:B5:6A:88:C7 (HUAWEI-B535-88C7),04:D3:B5:6A:88:CC (HUAWEI-B535-88C7_5G),F0:68:65:36:11:FD (ALHN-442D-5),C4:EA:1D:B7:5A:F1 (TNCAPB75AF1)
531,-60,-60,-60,-59,-58,-62,0,11,32,280,495,-74.0,-61.0,-75,-79,-82,-84,-86.0,,,-85.0,-77.0,-77.0,,,-86.0,,-82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-66.0,,,,,,,,,,,
532,-60,-60,-60,-59,-58,-62,0,11,33,280,495,-74.0,-61.0,-75,-79,-82,-84,-86.0,,,-85.0,-77.0,-77.0,,,-86.0,,-82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-66.0,,,,,,,,,,,
533,-60,-60,-60,-59,-58,-62,0,11,34,280,495,-74.0,-61.0,-75,-79,-82,-84,-86.0,,,-85.0,-77.0,-77.0,,,-86.0,,-82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-66.0,,,,,,,,,,,
534,-60,-60,-60,-59,-58,-62,0,11,35,280,495,-74.0,-61.0,-75,-79,-82,-84,-86.0,,,-85.0,-77.0,-77.0,,,-86.0,,-82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-66.0,,,,,,,,,,,
535,-60,-60,-60,-59,-58,-62,0,11,36,280,495,-74.0,-61.0,-75,-79,-82,-84,-86.0,,,-85.0,-77.0,-77.0,,,-86.0,,-82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-66.0,,,,,,,,,,,
536,-63,-70,-63,-46,-59,-60,0,11,37,280,495,-74.0,-61.0,-69,-79,-82,-80,-86.0,,,-85.0,-77.0,-76.0,,,-86.0,,-82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-55.0,,,,,,,,,,,
537,-63,-70,-63,-46,-59,-60,0,11,38,280,495,-74.0,-61.0,-69,-79,-82,-80,-86.0,,,-85.0,-77.0,-76.0,,,-86.0,,-82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-55.0,,,,,,,,,,,
538,-60,-61,-60,-57,-57,-60,0,11,39,280,495,-74.0,-61.0,-74,-77,-83,-82,-86.0,,,-85.0,-83.0,-82.0,,,-86.0,,-77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64.0,,,,,,,,,,,
539,-60,-61,-60,-57,-57,-60,0,11,40,280,495,-74.0,-61.0,-74,-77,-83,-82,-86.0,,,-85.0,-83.0,-82.0,,,-86.0,,-77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64.0,,,,,,,,,,,
540,-60,-61,-60,-57,-57,-60,0,11,41,280,495,-74.0,-61.0,-74,-77,-83,-82,-86.0,,,-85.0,-83.0,-82.0,,,-86.0,,-77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64.0,,,,,,,,,,,
541,-60,-61,-60,-57,-57,-60,0,11,42,280,495,-74.0,-61.0,-74,-77,-83,-82,-86.0,,,-85.0,-83.0,-82.0,,,-86.0,,-77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64.0,,,,,,,,,,,
542,-60,-61,-60,-57,-57,-60,0,11,43,280,495,-74.0,-61.0,-74,-77,-83,-82,-86.0,,,-85.0,-83.0,-82.0,,,-86.0,,-77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64.0,,,,,,,,,,,
543,-60,-61,-60,-57,-57,-60,0,11,44,280,495,-74.0,-61.0,-74,-77,-83,-82,-86.0,,,-85.0,-83.0,-82.0,,,-86.0,,-77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64.0,,,,,,,,,,,
544,-60,-61,-60,-57,-57,-60,0,11,45,280,495,-74.0,-61.0,-74,-77,-83,-82,-86.0,,,-85.0,-83.0,-82.0,,,-86.0,,-77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64.0,,,,,,,,,,,
545,-60,-61,-60,-57,-57,-60,0,11,46,280,495,-74.0,-61.0,-74,-77,-83,-82,-86.0,,,-85.0,-83.0,-82.0,,,-86.0,,-77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64.0,,,,,,,,,,,
546,-60,-61,-60,-57,-57,-60,0,11,47,280,495,-74.0,-61.0,-74,-77,-83,-82,-86.0,,,-85.0,-83.0,-82.0,,,-86.0,,-77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64.0,,,,,,,,,,,
547,-60,-61,-60,-57,-57,-60,0,11,48,280,495,-74.0,-61.0,-74,-77,-83,-82,-86.0,,,-85.0,-83.0,-82.0,,,-86.0,,-77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64.0,,,,,,,,,,,
548,-60,-61,-60,-57,-57,-60,0,11,49,280,495,-74.0,-61.0,-74,-77,-83,-82,-86.0,,,-85.0,-83.0,-82.0,,,-86.0,,-77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64.0,,,,,,,,,,,
549,-60,-61,-60,-57,-57,-60,0,11,50,280,495,-74.0,-61.0,-74,-77,-83,-82,-86.0,,,-85.0,-83.0,-82.0,,,-86.0,,-77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64.0,,,,,,,,,,,
550,-52,-58,-48,-54,-63,-54,0,12,1,392,495,-64.0,-54.0,-77,-65,-76,-79,-83.0,,-88.0,,-70.0,-73.0,,,-81.0,,-86.0,,,,,,,,,,,-86.0,,,,,,,,-83.0,,,,,-87.0,-88.0,,,,-81.0,,,,,,,,,,,,,,,
551,-52,-58,-48,-54,-63,-54,0,12,2,392,495,-64.0,-54.0,-77,-65,-76,-79,-83.0,,-88.0,,-70.0,-73.0,,,-81.0,,-86.0,,,,,,,,,,,-86.0,,,,,,,,-83.0,,,,,-87.0,-88.0,,,,-81.0,,,,,,,,,,,,,,,
552,-52,-58,-48,-54,-63,-54,0,12,3,392,495,-64.0,-54.0,-77,-65,-76,-79,-83.0,,-88.0,,-70.0,-73.0,,,-81.0,,-86.0,,,,,,,,,,,-86.0,,,,,,,,-83.0,,,,,-87.0,-88.0,,,,-81.0,,,,,,,,,,,,,,,
553,-52,-58,-48,-54,-63,-54,0,12,4,392,495,-64.0,-54.0,-77,-65,-76,-79,-83.0,,-88.0,,-70.0,-73.0,,,-81.0,,-86.0,,,,,,,,,,,-86.0,,,,,,,,-83.0,,,,,-87.0,-88.0,,,,-81.0,,,,,,,,,,,,,,,
554,-52,-58,-48,-54,-63,-54,0,12,5,392,495,-64.0,-54.0,-77,-65,-76,-79,-83.0,,-88.0,,-70.0,-73.0,,,-81.0,,-86.0,,,,,,,,,,,-86.0,,,,,,,,-83.0,,,,,-87.0,-88.0,,,,-81.0,,,,,,,,,,,,,,,
555,-52,-58,-48,-54,-63,-54,0,12,6,392,495,-64.0,-54.0,-77,-65,-76,-79,-83.0,,-88.0,,-70.0,-73.0,,,-81.0,,-86.0,,,,,,,,,,,-86.0,,,,,,,,-83.0,,,,,-87.0,-88.0,,,,-81.0,,,,,,,,,,,,,,,
556,-52,-58,-48,-54,-63,-54,0,12,7,392,495,-64.0,-54.0,-77,-65,-76,-79,-83.0,,-88.0,,-70.0,-73.0,,,-81.0,,-86.0,,,,,,,,,,,-86.0,,,,,,,,-83.0,,,,,-87.0,-88.0,,,,-81.0,,,,,,,,,,,,,,,
557,-52,-58,-48,-54,-63,-54,0,12,8,392,495,-64.0,-54.0,-77,-65,-76,-79,-83.0,,,,-70.0,-73.0,,,-81.0,,-86.0,,,,,,,,,,,-86.0,,,,,,,,-83.0,,,,,-87.0,-88.0,,,,-81.0,,,,,,,,,,,,,,,
558,-52,-58,-48,-54,-63,-54,0,12,9,392,495,-64.0,-54.0,-77,-65,-76,-79,-83.0,,,,-70.0,-73.0,,,-81.0,,-86.0,,,,,,,,,,,-86.0,,,,,,,,-83.0,,,,,-87.0,-88.0,,,,-81.0,,,,,,,,,,,,,,,
559,-52,-58,-48,-54,-63,-54,0,12,10,392,495,-64.0,-54.0,-77,-65,-76,-79,-83.0,,,,-70.0,-73.0,,,-81.0,,-86.0,,,,,,,,,,,-86.0,,,,,,,,-83.0,,,,,-87.0,-88.0,,,,-81.0,,,,,,,,,,,,,,,
560,-52,-58,-48,-54,-63,-54,0,12,11,392,495,-64.0,-54.0,-77,-65,-76,-79,-83.0,,,,-70.0,-73.0,,,-81.0,,-86.0,,,,,,,,,,,-86.0,,,,,,,,-83.0,,,,,-87.0,-88.0,,,,-81.0,,,,,,,,,,,,,,,
561,-52,-58,-48,-54,-63,-54,0,12,12,392,495,-64.0,-54.0,-77,-65,-76,-79,-83.0,,,,-70.0,-73.0,,,-81.0,,-86.0,,,,,,,,,,,-86.0,,,,,,,,-83.0,,,,,-87.0,-88.0,,,,-81.0,,,,,,,,,,,,,,,
562,-52,-58,-48,-54,-63,-54,0,12,13,392,495,-64.0,-54.0,-77,-65,-76,-79,-83.0,,,,-70.0,-73.0,,,-81.0,,-86.0,,,,,,,,,,,-86.0,,,,,,,,-83.0,,,,,-87.0,-88.0,,,,-81.0,,,,,,,,,,,,,,,
563,-52,-58,-48,-54,-63,-54,0,12,14,392,495,-64.0,-54.0,-77,-65,-76,-79,-83.0,,,,-70.0,-73.0,,,-81.0,,-86.0,,,,,,,,,,,-86.0,,,,,,,,-83.0,,,,,-87.0,-88.0,,,,-81.0,,,,,,,,,,,,,,,
564,-52,-58,-48,-54,-63,-54,0,12,15,392,495,-64.0,-54.0,-77,-65,-76,-79,-83.0,,,,-70.0,-73.0,,,-81.0,,-86.0,,,,,,,,,,,-86.0,,,,,,,,-83.0,,,,,-87.0,-88.0,,,,-81.0,,,,,,,,,,,,,,,
565,-63,-59,-54,-71,-63,-61,0,12,16,392,495,-64.0,-54.0,-79,-72,-80,-82,-86.0,,,,-70.0,-73.0,,,-88.0,,-86.0,,,,,,,,,,,-86.0,,,,,,,,-83.0,,,,,-87.0,-88.0,,,,-81.0,,,,,,,,,,,,,,,
566,-63,-59,-54,-71,-63,-61,0,12,17,392,495,-64.0,-54.0,-79,-72,-80,-82,-86.0,,,,-70.0,-73.0,,,-88.0,,-86.0,,,,,,,,,,,-86.0,,,,,,,,-83.0,,,,,-87.0,-88.0,,,,-81.0,,,,,,,,,,,,,,,
567,-63,-59,-54,-71,-63,-61,0,12,18,392,495,,-54.0,-79,-72,-80,-82,-86.0,,,,-70.0,-73.0,,,-88.0,,-86.0,,,,,,,,,,,,,,,,,,,-83.0,,,,,-87.0,,,,,-81.0,,,,,,,,,,,,,,,
568,-63,-59,-54,-71,-63,-61,0,12,19,392,495,,-54.0,-79,-72,-80,-82,-86.0,,,,-70.0,-73.0,,,-88.0,,-86.0,,,,,,,,,,,,,,,,,,,-83.0,,,,,-87.0,,,,,-81.0,,,,,,,,,,,,,,,
569,-63,-59,-54,-71,-63,-61,0,12,20,392,495,,-54.0,-79,-72,-80,-82,-86.0,,,,-70.0,-73.0,,,-88.0,,-86.0,,,,,,,,,,,,,,,,,,,-83.0,,,,,-87.0,,,,,-81.0,,,,,,,,,,,,,,,
570,-63,-59,-54,-71,-63,-61,0,12,21,392,495,,-54.0,-79,-72,-80,-82,-86.0,,,,-70.0,-73.0,,,-88.0,,-86.0,,,,,,,,,,,,,,,,,,,-83.0,,,,,-87.0,,,,,-81.0,,,,,,,,,,,,,,,
571,-63,-59,-54,-71,-63,-61,0,12,22,392,495,,-54.0,-79,-72,-80,-82,-86.0,,,,-70.0,-73.0,,,-88.0,,-86.0,,,,,,,,,,,,,,,,,,,-83.0,,,,,-87.0,,,,,-81.0,,,,,,,,,,,,,,,
572,-55,-56,-59,-52,-56,-58,0,12,23,392,495,,-54.0,-82,-70,-80,-79,-84.0,,,,-70.0,-73.0,,,-82.0,,-86.0,,,,,,,,,,,,,-86.0,,,,,,-83.0,,,,,-87.0,,,,,-81.0,,,,,,,,,,,,,,,
573,-55,-56,-59,-52,-56,-58,0,12,24,392,495,,-54.0,-82,-70,-80,-79,-84.0,,,,-70.0,-73.0,,,-82.0,,-86.0,,,,,,,,,,,,,-86.0,,,,,,-83.0,,,,,-87.0,,,,,-81.0,,,,,,,,,,,,,,,
574,-55,-56,-59,-52,-56,-58,0,12,25,392,495,,-54.0,-82,-70,-80,-79,-84.0,,,,-70.0,-73.0,,,-82.0,,-86.0,,,,,,,,,,,,,-86.0,,,,,,-83.0,,,,,-87.0,,,,,-81.0,,,,,,,,,,,,,,,
575,-55,-56,-59,-52,-56,-58,0,12,26,392,495,,-54.0,-82,-70,-80,-79,-84.0,,,,-70.0,-73.0,,,-82.0,,-86.0,,,,,,,,,,,,,-86.0,,,,,,-83.0,,,,,-87.0,,,,,-81.0,,,,,,,,,,,,,,,
576,-62,-62,-59,-72,-63,-59,0,12,27,392,495,,-54.0,-82,-75,-80,-82,-83.0,,,,-78.0,-73.0,,,-82.0,,-86.0,,,,,,,,,,,,,-86.0,,,,,,-83.0,,,,,-87.0,,,,,-81.0,,,,,,,,,,,,,,,
577,-62,-62,-59,-72,-63,-59,0,12,28,392,495,,-54.0,-82,-75,-80,-82,-83.0,,,,-78.0,-73.0,,,-82.0,,-86.0,,,,,,,,,,,,,-86.0,,,,,,-83.0,,,,,-87.0,,,,,-81.0,,,,,,,,,,,,,,,
578,-62,-62,-59,-72,-63,-59,0,12,29,392,495,,-54.0,-82,-75,-80,-82,-83.0,,,,-78.0,-73.0,,,-82.0,,-86.0,,,,,,,,,,,,,-86.0,,,,,,-83.0,,,,,-87.0,,,,,-81.0,,,,,,,,,,,,,,,
579,-62,-62,-59,-72,-63,-59,0,12,30,392,495,,-54.0,-82,-75,-80,-82,-83.0,,,,-78.0,-73.0,,,-82.0,,-86.0,,,,,,,,,,,,,-86.0,,,,,,-83.0,,,,,-87.0,,,,,-81.0,,,,,,,,,,,,,,,
580,-62,-62,-59,-72,-63,-59,0,12,31,392,495,,-54.0,-82,-75,-80,-82,-83.0,,,,-78.0,-73.0,,,-82.0,,-86.0,,,,,,,,,,,,,-86.0,,,,,,-83.0,,,,,-87.0,,,,,-81.0,,,,,,,,,,,,,,,
581,-62,-62,-59,-72,-63,-59,0,12,32,392,495,,-54.0,-82,-75,-80,-82,-83.0,,,,-78.0,-73.0,,,-82.0,,-86.0,,,,,,,,,,,,,-86.0,,,,,,-83.0,,,,,-87.0,,,,,-81.0,,,,,,,,,,,,,,,
582,-62,-62,-59,-72,-63,-59,0,12,33,392,495,,-54.0,-82,-75,-80,-82,-83.0,,,,-78.0,-73.0,,,-82.0,,-86.0,,,,,,,,,,,,,-86.0,,,,,,-83.0,,,,,-87.0,,,,,-81.0,,,,,,,,,,,,,,,
583,-62,-62,-59,-72,-63,-59,0,12,34,392,495,,-54.0,-82,-75,-80,-82,-83.0,,,,-78.0,-73.0,,,-82.0,,-86.0,,,,,,,,,,,,,-86.0,,,,,,-83.0,,,,,-87.0,,,,,-81.0,,,,,,,,,,,,,,,
584,-62,-62,-59,-72,-63,-59,0,12,35,392,495,,-54.0,-82,-75,-80,-82,-83.0,,,,-78.0,-73.0,,,-82.0,,-86.0,,,,,,,,,,,,,-86.0,,,,,,-83.0,,,,,-87.0,,,,,-81.0,,,,,,,,,,,,,,,
585,-62,-62,-59,-72,-63,-59,0,12,36,392,495,,-54.0,-82,-75,-80,-82,-83.0,,,,-78.0,-73.0,,,-82.0,,-86.0,,,,,,,,,,,,,-86.0,,,,,,-83.0,,,,,-87.0,,,,,-81.0,,,,,,,,,,,,,,,
586,-62,-62,-59,-72,-63,-59,0,12,37,392,495,,-54.0,-82,-75,-80,-82,-83.0,,,,-78.0,-73.0,,,-82.0,,-86.0,,,,,,,,,,,,,-86.0,,,,,,-83.0,,,,,-87.0,,,,,-81.0,,,,,,,,,,,,,,,
587,-62,-62,-59,-72,-63,-59,0,12,38,392,495,,-54.0,-82,-75,-80,-82,-83.0,,,,-78.0,-73.0,,,-82.0,,-86.0,,,,,,,,,,,,,-86.0,,,,,,-83.0,,,,,-87.0,,,,,-81.0,,,,,,,,,,,,,,,
588,-62,-62,-59,-72,-63,-59,0,12,39,392,495,,-54.0,-82,-75,-80,-82,-83.0,,,,-78.0,-73.0,,,-82.0,,-86.0,,,,,,,,,,,,,-86.0,,,,,,-83.0,,,,,-87.0,,,,,-81.0,,,,,,,,,,,,,,,
589,-62,-62,-59,-72,-63,-59,0,12,40,392,495,,-54.0,-82,-75,-80,-82,-83.0,,,,-78.0,-73.0,,,-82.0,,-86.0,,,,,,,,,,,,,-86.0,,,,,,-83.0,,,,,-87.0,,,,,-81.0,,,,,,,,,,,,,,,
590,-62,-62,-59,-72,-63,-59,0,12,41,392,495,,-54.0,-82,-75,-80,-82,-83.0,,,,-78.0,,,,-82.0,,-86.0,,,,,,,,,,,,,-86.0,,,,,,-83.0,,,,,-87.0,,,,,-81.0,,,,,,,,,,,,,,,
591,-62,-62,-59,-72,-63,-59,0,12,42,392,495,,-54.0,-82,-75,-80,-82,-83.0,,,,-78.0,,,,-82.0,,-86.0,,,,,,,,,,,,,-86.0,,,,,,-83.0,,,,,-87.0,,,,,-81.0,,,,,,,,,,,,,,,
592,-62,-62,-59,-72,-63,-59,0,12,43,392,495,,-54.0,-82,-75,-80,-82,-83.0,,,,-78.0,,,,-82.0,,-86.0,,,,,,,,,,,,,-86.0,,,,,,-83.0,,,,,-87.0,,,,,-81.0,,,,,,,,,,,,,,,
593,-55,-53,-47,-51,-57,-54,0,12,44,392,495,,,-77,-66,-80,-78,-85.0,,,,-81.0,-72.0,,,-81.0,,,,,,,,,,,,,,,-86.0,,,,,,,,,,,-87.0,,,,,-87.0,,,,,,,,,,,,,,,
594,-55,-53,-47,-51,-57,-54,0,12,45,392,495,,,-77,-66,-80,-78,-85.0,,,,-81.0,-72.0,,,-81.0,,,,,,,,,,,,,,,-86.0,,,,,,,,,,,-87.0,,,,,-87.0,,,,,,,,,,,,,,,
595,-55,-53,-47,-51,-57,-54,0,12,46,392,495,,,-77,-66,-80,-78,-85.0,,,,-81.0,-72.0,,,-81.0,,,,,,,,,,,,,,,-86.0,,,,,,,,,,,-87.0,,,,,-87.0,,,,,,,,,,,,,,,
596,-55,-53,-47,-51,-57,-54,0,12,47,392,495,,,-77,-66,-80,-78,-85.0,,,,-81.0,-72.0,,,-81.0,,,,,,,,,,,,,,,-86.0,,,,,,,,,,,-87.0,,,,,-87.0,,,,,,,,,,,,,,,
597,-55,-53,-47,-51,-57,-54,0,12,48,392,495,,,-77,-66,-80,-78,-85.0,,,,-81.0,-72.0,,,-81.0,,,,,,,,,,,,,,,-86.0,,,,,,,,,,,-87.0,,,,,-87.0,,,,,,,,,,,,,,,
598,-55,-53,-47,-51,-57,-54,0,12,49,392,495,,,-77,-66,-80,-78,-85.0,,,,-81.0,-72.0,,,-81.0,,,,,,,,,,,,,,,-86.0,,,,,,,,,,,-87.0,,,,,-87.0,,,,,,,,,,,,,,,
599,-55,-53,-47,-51,-57,-54,0,12,50,392,495,,,-77,-66,-80,-78,-85.0,,,,-81.0,-72.0,,,-81.0,,,,,,,,,,,,,,,-86.0,,,,,,,,,,,-87.0,,,,,-87.0,,,,,,,,,,,,,,,
600,-61,-64,-58,-73,-68,-33,1,1,1,502,685,-77.0,-71.0,-61,-71,-78,-73,-81.0,,-83.0,,-67.0,-79.0,,,-80.0,,,-83.0,-84.0,,,-81.0,-80.0,-79.0,,,,-87.0,,,-79.0,,,,,,,,,,-79.0,-78.0,-87.0,,,-80.0,,,-86.0,,-86.0,-87.0,,,,,,,,,
601,-53,-64,-56,-64,-68,-40,1,1,2,502,685,-77.0,-66.0,-55,-65,-79,-75,-81.0,-86.0,-83.0,,-67.0,-79.0,,,-80.0,,-68.0,-83.0,-84.0,,,-81.0,-80.0,-79.0,,,,-87.0,,,-79.0,,,,,,,,,,-79.0,-78.0,-87.0,,,-80.0,,,-88.0,,-86.0,-87.0,-88.0,,,,,,,,
602,-53,-64,-56,-64,-68,-40,1,1,3,502,685,-77.0,-66.0,-55,-65,-79,-75,-81.0,-86.0,-83.0,,-67.0,-79.0,,,-80.0,,-68.0,-83.0,-84.0,,,-81.0,-80.0,-79.0,,,,-87.0,,,-79.0,,,,,,,,,,-79.0,-78.0,-87.0,,,-80.0,,,-88.0,,-86.0,-87.0,-88.0,,,,,,,,
603,-53,-64,-56,-64,-68,-40,1,1,4,502,685,-77.0,-66.0,-55,-65,-79,-75,-81.0,-86.0,-83.0,,-67.0,-79.0,,,-80.0,,-68.0,-83.0,-84.0,,,-81.0,-80.0,-79.0,,,,-87.0,,,-79.0,,,,,,,,,,-79.0,-78.0,-87.0,,,-80.0,,,-88.0,,-86.0,-87.0,-88.0,,,,,,,,
604,-53,-64,-56,-64,-68,-40,1,1,5,502,685,-77.0,-66.0,-55,-65,-79,-75,-81.0,-86.0,-83.0,,-67.0,-79.0,,,-80.0,,-68.0,-83.0,-84.0,,,-81.0,-80.0,-79.0,,,,-87.0,,,-79.0,,,,,,,,,,-79.0,-78.0,-87.0,,,-80.0,,,-88.0,,-86.0,-87.0,-88.0,,,,,,,,
605,-60,-61,-56,-62,-65,-36,1,1,6,502,685,-77.0,-64.0,-60,-67,-77,-76,-81.0,-86.0,-83.0,,-69.0,-79.0,,,-78.0,,-65.0,-83.0,-84.0,,,-81.0,-80.0,-79.0,,,,-87.0,,,-79.0,,,,,,,,,,-79.0,-78.0,-87.0,,,-80.0,,,-88.0,,-86.0,-87.0,-88.0,,,,,,,,
606,-60,-61,-56,-62,-65,-36,1,1,7,502,685,-77.0,-64.0,-60,-67,-77,-76,-81.0,-86.0,-83.0,,-69.0,-79.0,,,-78.0,,-65.0,-83.0,-84.0,,,-81.0,-80.0,-79.0,,,,-87.0,,,-79.0,,,,,,,,,,-79.0,-78.0,-87.0,,,-80.0,,,-88.0,,-86.0,-87.0,-88.0,,,,,,,,
607,-60,-61,-56,-62,-65,-36,1,1,8,502,685,-77.0,-64.0,-60,-67,-77,-76,-81.0,-86.0,-83.0,,-69.0,-79.0,,,-78.0,,-65.0,-83.0,-84.0,,,-81.0,-80.0,-79.0,,,,-87.0,,,-79.0,,,,,,,,,,-79.0,-78.0,-87.0,,,-80.0,,,-88.0,,-86.0,-87.0,-88.0,,,,,,,,
608,-60,-61,-56,-62,-65,-36,1,1,9,502,685,-77.0,-64.0,-60,-67,-77,-76,-81.0,-86.0,-83.0,,-69.0,-79.0,,,-78.0,,-65.0,-83.0,-84.0,,,-81.0,-80.0,-79.0,,,,-87.0,,,-79.0,,,,,,,,,,-79.0,-78.0,-87.0,,,-80.0,,,-88.0,,-86.0,-87.0,-88.0,,,,,,,,
609,-60,-61,-56,-62,-65,-36,1,1,10,502,685,-77.0,-64.0,-60,-67,-77,-76,-81.0,-86.0,-83.0,,-69.0,-79.0,,,-78.0,,-65.0,-83.0,-84.0,,,-81.0,-80.0,-79.0,,,,-87.0,,,-79.0,,,,,,,,,,-79.0,-78.0,-87.0,,,-80.0,,,-88.0,,-86.0,-87.0,-88.0,,,,,,,,
610,-60,-61,-56,-62,-65,-36,1,1,11,502,685,-77.0,-64.0,-60,-67,-77,-76,-81.0,-86.0,-83.0,,-69.0,-79.0,,,-78.0,,-65.0,-83.0,-84.0,,,-81.0,-80.0,-79.0,,,,-87.0,,,-79.0,,,,,,,,,,-79.0,-78.0,-87.0,,,-80.0,,,-88.0,,-86.0,-87.0,-88.0,,,,,,,,
611,-60,-61,-56,-62,-65,-36,1,1,12,502,685,-77.0,-64.0,-60,-67,-77,-76,-81.0,-86.0,-83.0,,-69.0,-79.0,,,-78.0,,-65.0,-83.0,-84.0,,,-81.0,-80.0,-79.0,,,,-87.0,,,-79.0,,,,,,,,,,-79.0,-78.0,-87.0,,,-80.0,,,-88.0,,-86.0,-87.0,-88.0,,,,,,,,
612,-60,-61,-56,-62,-65,-36,1,1,13,502,685,-77.0,-64.0,-60,-67,-77,-76,-81.0,-86.0,-83.0,,-69.0,-79.0,,,-78.0,,-65.0,-83.0,-84.0,,,-81.0,-80.0,-79.0,,,,-87.0,,,-79.0,,,,,,,,,,-79.0,-78.0,-87.0,,,-80.0,,,-88.0,,-86.0,-87.0,-88.0,,,,,,,,
